word,Valence,Arousal,Dominance
寝坊,0.327,0.35,0.294
みぞれ,0.41,0.355,0.395
スリーブ,0.531,0.27,0.273
ノースリーブ,0.638,0.29,0.2
そり,0.742,0.551,0.396
早業,0.719,0.677,0.379
細い,0.812,0.548,0.664
探偵,0.46,0.633,0.676
スライス,0.583,0.375,0.303
滑らかな,0.388,0.383,0.349
スリッカー,0.727,0.387,0.519
滑り台,0.615,0.435,0.432
スライダー,0.585,0.491,0.518
スライディング,0.356,0.73,0.491
わずかな,0.521,0.24,0.155
わずかな期待,0.562,0.49,0.445
わずかな嫌悪感,0.156,0.578,0.318
ちょっとした驚き,0.677,0.746,0.557
わずかな信頼,0.306,0.4,0.245
少し,0.47,0.274,0.255
ややネガティブ,0.19,0.472,0.259
ややポジティブ,0.792,0.48,0.567
スリム,0.562,0.18,0.296
スライム,0.3,0.37,0.183
ぬるぬる,0.177,0.5,0.309
スリング,0.417,0.423,0.404
パチンコ,0.323,0.654,0.474
スリンク,0.46,0.546,0.314
スリンキー,0.4,0.637,0.603
スリップ,0.316,0.714,0.321
スリッパ,0.635,0.298,0.245
スリッパ,0.573,0.413,0.236
滑りやすい,0.219,0.74,0.343
スリット,0.406,0.49,0.366
スライバー,0.388,0.347,0.291
だらしない,0.275,0.365,0.3
よだれ,0.35,0.375,0.278
スローガン,0.55,0.216,0.564
スループ,0.48,0.375,0.38
スロップ,0.306,0.409,0.325
スロープ,0.347,0.438,0.279
ずさんな,0.303,0.441,0.183
スロット,0.469,0.337,0.337
怠惰,0.198,0.14,0.125
前かがみ,0.365,0.45,0.328
スラフ,0.265,0.39,0.2
スロー,0.357,0.073,0.131
ゆっくり,0.427,0.185,0.295
遅さ,0.302,0.212,0.191
スラッジ,0.354,0.396,0.229
ナメクジ,0.276,0.37,0.16
スラッガー,0.458,0.5,0.518
鈍い,0.224,0.124,0.155
水門,0.427,0.52,0.365
スラム,0.292,0.528,0.302
眠り,0.592,0.191,0.426
スランプ,0.194,0.438,0.13
スラー,0.115,0.814,0.427
啜る,0.54,0.528,0.411
スラッシュ,0.427,0.283,0.296
ふしだらな女,0.071,0.808,0.309
ふしだらな,0.224,0.81,0.371
ずるい,0.573,0.69,0.75
スマック,0.323,0.662,0.381
小さな,0.542,0.205,0.12
小さい,0.3,0.31,0.179
最小,0.281,0.34,0.129
天然痘,0.156,0.583,0.222
頭いい,0.906,0.607,0.923
知ったかぶり,0.364,0.52,0.62
賢くする,0.602,0.49,0.551
賢い,0.673,0.51,0.848
スマッシュ,0.195,0.692,0.53
壊した,0.143,0.66,0.256
散らばっている,0.448,0.46,0.5
にじませる,0.23,0.433,0.4
匂い,0.51,0.52,0.33
臭い,0.458,0.481,0.349
臭い,0.1,0.528,0.245
ワカサギ,0.333,0.441,0.345
かすかな,0.367,0.385,0.357
笑顔,0.906,0.598,0.618
微笑んだ,0.949,0.53,0.536
笑顔,0.892,0.606,0.607
スマイリー,0.865,0.47,0.571
にこやか,0.981,0.679,0.625
ニヤニヤ,0.792,0.596,0.583
スマイト,0.303,0.846,0.682
スミス,0.677,0.333,0.529
鍛冶屋,0.281,0.561,0.409
打たれた,0.153,0.76,0.204
スモック,0.429,0.25,0.25
スモッグ,0.271,0.48,0.382
煙,0.188,0.5,0.391
喫煙者,0.208,0.528,0.311
スモーキー,0.494,0.462,0.43
喫煙,0.176,0.557,0.384
スモーキー,0.459,0.42,0.327
くすぶり,0.635,0.781,0.764
スムーチ,0.796,0.731,0.491
スムーズ,0.823,0.127,0.281
スムージー,0.806,0.333,0.281
スムーズに,0.821,0.134,0.488
滑らかさ,0.833,0.221,0.412
窒息させる,0.292,0.685,0.42
にじみ,0.327,0.429,0.245
独善的,0.198,0.552,0.587
密輸,0.194,0.775,0.57
密輸業者,0.062,0.867,0.645
密輸,0.229,0.783,0.51
スマット,0.357,0.36,0.349
スナック,0.646,0.407,0.345
おやつ,0.781,0.48,0.306
スナフ,0.375,0.549,0.274
ひっかかり,0.417,0.25,0.339
思わぬ障害,0.177,0.721,0.49
カタツムリ,0.48,0.104,0.296
ヘビ,0.276,0.75,0.549
ヘビ,0.176,0.662,0.606
ヘビ皮,0.276,0.696,0.391
スナップ,0.344,0.517,0.352
スナッパー,0.417,0.429,0.245
きびきび,0.573,0.592,0.418
スナップショット,0.573,0.578,0.588
スネア,0.229,0.85,0.466
うなる,0.43,0.787,0.455
うなる,0.312,0.704,0.491
スナッチ,0.219,0.861,0.691
ひったくり,0.122,0.867,0.563
おしゃれ,0.735,0.37,0.66
こっそり,0.281,0.745,0.449
スニーカー,0.794,0.479,0.389
スニーカー,0.604,0.548,0.349
こっそり,0.203,0.755,0.545
卑劣な,0.24,0.74,0.56
冷笑する,0.133,0.755,0.345
くしゃみ,0.271,0.442,0.336
くしゃみ,0.434,0.57,0.345
スニッカー,0.708,0.693,0.409
皮肉,0.186,0.723,0.455
嗅ぐ,0.396,0.5,0.318
をちょきちょきと切る,0.417,0.327,0.268
狙撃,0.198,0.915,0.491
狙撃兵,0.167,0.87,0.853
スニペット,0.612,0.41,0.368
ぎこちない,0.418,0.491,0.481
スニッチ,0.3,0.598,0.333
スノッブ,0.296,0.52,0.309
詮索,0.134,0.74,0.434
スヌーピー,0.573,0.534,0.291
スヌーティー,0.39,0.455,0.446
スヌーズ,0.235,0.357,0.282
いびき,0.245,0.61,0.481
スノーケル,0.51,0.47,0.327
鼻を鳴らす,0.469,0.531,0.413
鼻水,0.214,0.34,0.269
鼻くそ,0.18,0.382,0.2
鼻,0.276,0.385,0.241
雪,0.667,0.363,0.309
スノーボール,0.717,0.444,0.321
スノーボード,0.663,0.68,0.511
スノーボーダー,0.719,0.754,0.545
雪の日,0.602,0.5,0.44
降雪,0.675,0.28,0.455
スノーフレーク,0.748,0.192,0.26
雪が降る,0.586,0.49,0.387
スノーマゲドン,0.375,0.575,0.472
雪だるま,0.776,0.291,0.323
除雪機,0.449,0.48,0.493
吹雪,0.204,0.833,0.629
雪に覆われた,0.656,0.304,0.357
鼻であしらう,0.229,0.412,0.228
こすられた,0.265,0.528,0.279
嗅ぎタバコ,0.357,0.47,0.377
ぴったり,0.867,0.173,0.5
寄り添う,0.781,0.39,0.35
寄り添った,0.552,0.439,0.314
寄り添う,0.67,0.34,0.287
寄り添う,0.683,0.585,0.373
浸す,0.48,0.37,0.24
ずぶ濡れ,0.365,0.462,0.358
浸漬,0.438,0.324,0.375
怒っている,0.327,0.65,0.482
とてもイライラした,0.271,0.529,0.426
石鹸,0.531,0.163,0.311
せっけん箱,0.5,0.415,0.393
せっけん,0.552,0.373,0.355
舞い上がる,0.79,0.74,0.718
高騰,0.708,0.704,0.65
すすり泣く,0.115,0.48,0.212
しらふ,0.729,0.216,0.568
とても祝福された,0.542,0.395,0.287
しらふ,0.68,0.31,0.583
社会,0.427,0.431,0.38
サッカー,0.698,0.837,0.644
社交的,0.854,0.459,0.627
社交,0.806,0.37,0.614
社会不安,0.27,0.588,0.426
社会主義,0.51,0.5,0.56
社会主義者,0.448,0.4,0.543
社交家,0.684,0.668,0.57
社交する,0.907,0.683,0.726
社会,0.674,0.464,0.782
社会学,0.615,0.439,0.694
社会病質者,0.104,0.863,0.439
靴下,0.5,0.167,0.29
ソケット,0.583,0.469,0.377
芝,0.427,0.383,0.333
ソーダ,0.688,0.314,0.364
ソーダ/ポップ,0.581,0.41,0.382
芝刈り,0.24,0.5,0.4
ナトリウム,0.49,0.34,0.291
ソファー,0.583,0.106,0.263
柔らかい,0.76,0.179,0.232
ソフトボール,0.735,0.63,0.518
柔らかくする,0.694,0.194,0.392
柔軟剤,0.745,0.3,0.373
軟化,0.7,0.255,0.361
そっと,0.517,0.206,0.304
柔らかさ,0.875,0.086,0.402
ソフトウェア,0.561,0.28,0.57
ねっとり,0.312,0.35,0.241
とても幸せ,0.949,0.673,0.681
土,0.35,0.18,0.356
汚れた,0.106,0.529,0.213
夜会,0.729,0.692,0.578
滞在,0.514,0.243,0.509
慰め,0.776,0.294,0.453
太陽,0.622,0.452,0.645
ソラリウム,0.602,0.356,0.421
半田,0.439,0.51,0.611
はんだ付け,0.573,0.536,0.538
兵隊,0.392,0.708,0.768
唯一,0.427,0.194,0.279
厳粛な,0.708,0.37,0.709
勧誘する,0.62,0.49,0.604
勧誘,0.612,0.519,0.415
弁護士,0.6,0.479,0.802
個体,0.667,0.304,0.763
連帯,0.792,0.407,0.781
凝固,0.48,0.5,0.827
固まった,0.633,0.415,0.745
固まる,0.583,0.318,0.754
堅牢性,0.745,0.444,0.85
ソリティア,0.365,0.227,0.279
孤独な,0.224,0.202,0.268
孤独,0.208,0.226,0.358
ソロ,0.438,0.19,0.325
溶解度,0.506,0.36,0.442
溶ける,0.542,0.272,0.409
運がとてもいいね,0.573,0.529,0.615
解決,0.79,0.339,0.664
解決する,0.656,0.53,0.688
支払い能力,0.604,0.296,0.605
溶媒,0.635,0.316,0.573
ソマド,0.429,0.49,0.463
体性,0.438,0.406,0.444
くすんだ,0.184,0.5,0.38
いくつかの期待,0.423,0.482,0.472
いくつかの嫌悪感,0.094,0.657,0.321
いくつかの驚き,0.827,0.849,0.5
ある程度の信頼,0.594,0.451,0.547
宙返り,0.214,0.769,0.519
何かイタロット,0.573,0.567,0.509
ややネガティブ,0.208,0.48,0.15
ややポジティブ,0.92,0.51,0.667
やることが山ほど,0.51,0.598,0.441
息子,0.792,0.365,0.528
ソナー,0.541,0.48,0.414
ソナタ,0.643,0.406,0.425
とても緊張,0.344,0.655,0.373
歌,0.854,0.413,0.5
ソングライター,0.844,0.558,0.713
ソニック,0.594,0.5,0.481
ソニス,0.5,0.356,0.421
ソネット,0.718,0.294,0.404
響き渡る,0.646,0.58,0.442
すす,0.375,0.328,0.292
なだめる,0.817,0.194,0.412
なだめるような,0.625,0.179,0.519
洗練された,0.865,0.481,0.845
洗練,0.792,0.472,0.704
2年生,0.653,0.415,0.427
うんざりした,0.276,0.577,0.433
ねっとり,0.51,0.355,0.297
ソプラノ,0.552,0.55,0.685
魔術師,0.377,0.633,0.632
魔術,0.279,0.74,0.64
汚い,0.219,0.555,0.447
痛み,0.094,0.65,0.224
すでに,0.622,0.5,0.545
ひどく,0.284,0.727,0.37
痛み,0.113,0.843,0.302
ソルガム,0.469,0.358,0.42
女子学生クラブ,0.635,0.637,0.627
悲しみ,0.052,0.235,0.164
悲しい,0.049,0.422,0.163
ごめん,0.406,0.362,0.212
選別,0.673,0.389,0.674
ソーター,0.594,0.412,0.823
出撃,0.49,0.45,0.311
並べ替え,0.469,0.4,0.642
ソス,0.354,0.675,0.386
すごくこわい,0.229,0.652,0.319
超怖い,0.301,0.66,0.414
とても遅いです,0.347,0.312,0.284
ストレスを感じた,0.435,0.481,0.578
とても甘い,0.755,0.354,0.417
とても感謝しています,0.729,0.526,0.418
そう,0.48,0.39,0.412
魂,0.77,0.22,0.51
ソウルフル,0.755,0.331,0.5
ソウルレス,0.125,0.591,0.4
ソウルメイト,0.89,0.5,0.628
音,0.765,0.623,0.398
鳴っている,0.69,0.5,0.558
健全性,0.78,0.377,0.893
防音,0.49,0.39,0.409
サウンドトラック,0.63,0.559,0.518
スープ,0.602,0.245,0.269
酸っぱい,0.276,0.594,0.373
ソース,0.74,0.318,0.684
サワーパス,0.188,0.62,0.382
南,0.562,0.265,0.429
南行き,0.51,0.37,0.395
南東,0.51,0.283,0.413
南方の,0.552,0.269,0.37
サウスポー,0.542,0.389,0.404
南西,0.406,0.314,0.355
お土産,0.844,0.311,0.466
主権者,0.698,0.5,0.885
主権,0.719,0.529,0.886
ソビエト,0.347,0.58,0.536
種をまく,0.667,0.43,0.446
大豆,0.438,0.25,0.286
醤油,0.573,0.382,0.318
大豆,0.521,0.25,0.293
スパ,0.622,0.151,0.386
スペース,0.8,0.317,0.573
宇宙船,0.646,0.698,0.68
宇宙飛行士,0.688,0.577,0.848
宇宙船,0.643,0.781,0.664
間隔,0.621,0.425,0.507
広々とした,0.88,0.365,0.557
スペード,0.469,0.667,0.529
スパゲッティ,0.729,0.353,0.288
スパム,0.188,0.354,0.304
スパマー,0.354,0.5,0.418
スパン,0.521,0.33,0.528
スパンデックス,0.429,0.52,0.429
スパニエル,0.561,0.435,0.385
たたく,0.112,0.882,0.642
スパンキング,0.194,0.736,0.392
スパー,0.417,0.438,0.536
予備の,0.552,0.398,0.411
スペアリブ,0.635,0.431,0.395
控えめに,0.51,0.353,0.518
スパーク,0.688,0.745,0.529
輝く,0.819,0.765,0.51
きらめく,0.7,0.418,0.598
キラキラ,0.885,0.59,0.726
スパーリング,0.292,0.87,0.704
すずめ,0.583,0.46,0.327
まばらな,0.24,0.367,0.209
けいれん,0.194,0.594,0.366
痙性,0.24,0.541,0.491
唾を吐く,0.427,0.413,0.309
空間的な,0.604,0.625,0.645
はね,0.292,0.63,0.315
へら,0.302,0.198,0.369
スポーン,0.542,0.586,0.709
スパーズ,0.443,0.5,0.268
話す,0.765,0.472,0.5
もぐり酒場,0.68,0.536,0.442
スピーカー,0.604,0.66,0.723
スピーカーフォン,0.531,0.569,0.56
話し中,0.753,0.59,0.575
槍,0.51,0.601,0.5
スペック,0.583,0.426,0.691
特別な,0.844,0.602,0.73
専門家,0.76,0.562,0.877
専門,0.854,0.47,0.885
特化する,0.776,0.54,0.861
特別に,0.847,0.398,0.714
専門,0.724,0.479,0.783
正貨,0.583,0.471,0.65
種族,0.561,0.33,0.645
明確な,0.656,0.388,0.691
仕様,0.552,0.479,0.602
特定,0.656,0.405,0.6
検体,0.531,0.444,0.568
斑点,0.418,0.245,0.343
まだらの,0.449,0.263,0.254
スペック,0.54,0.398,0.618
スペクタクル,0.812,0.745,0.762
眼鏡,0.816,0.775,0.648
壮大な,0.947,0.74,0.887
観客,0.694,0.56,0.667
亡霊,0.265,0.723,0.54
スペクトル,0.43,0.667,0.5
分光計,0.5,0.452,0.49
分光光度計,0.5,0.484,0.5
分光法,0.47,0.541,0.57
スペクトラム,0.312,0.7,0.527
推測する,0.398,0.602,0.553
投機,0.325,0.683,0.394
投機的な,0.276,0.591,0.464
膣鏡,0.417,0.469,0.433
スピーチ,0.656,0.47,0.688
無言,0.459,0.32,0.315
速度,0.719,0.849,0.658
スピードボート,0.635,0.858,0.612
迅速に,0.688,0.74,0.665
スピード違反,0.438,0.908,0.645
スピードメーター,0.427,0.549,0.579
スピードウェイ,0.667,0.519,0.416
迅速な,0.625,0.625,0.793
スペル,0.385,0.38,0.368
魔法にかけられた,0.531,0.647,0.387
つづり,0.594,0.357,0.398
スペンサー,0.51,0.394,0.367
費やす,0.672,0.745,0.429
浪費家,0.312,0.692,0.377
支出,0.333,0.556,0.33
消耗,0.296,0.296,0.263
精子,0.396,0.706,0.453
吐く,0.26,0.651,0.573
球体,0.633,0.277,0.5
球状,0.55,0.308,0.5
括約筋,0.347,0.633,0.375
スフィンクス,0.604,0.324,0.49
スパイス,0.302,0.455,0.451
スパイス,0.594,0.439,0.384
辛い,0.44,0.733,0.61
クモ,0.229,0.569,0.43
クモ,0.26,0.696,0.368
気の利いた,0.615,0.582,0.47
栓,0.38,0.346,0.423
スパイク,0.382,0.51,0.408
スパイクした,0.281,0.613,0.407
とがった,0.284,0.657,0.587
こぼれる,0.408,0.633,0.456
こぼれる,0.375,0.5,0.362
スピン,0.551,0.422,0.345
ほうれん草,0.583,0.2,0.368
脊椎,0.312,0.491,0.296
スピンドル,0.552,0.41,0.36
脊椎,0.495,0.461,0.6
とげのない,0.344,0.387,0.321
スピナー,0.458,0.593,0.471
紡糸,0.594,0.61,0.481
スピンスター,0.357,0.368,0.345
とげのある,0.167,0.639,0.528
螺旋,0.49,0.624,0.361
尖塔,0.354,0.358,0.389
精神,0.786,0.37,0.621
元気な,0.854,0.587,0.734
精霊,0.583,0.847,0.545
スピリチュアル,0.938,0.327,0.564
スピリチュアリティ,0.865,0.281,0.667
唾を吐く,0.149,0.545,0.436
悪意,0.08,0.6,0.317
意地悪,0.073,0.71,0.33
スピットファイア,0.233,0.623,0.566
スピットン,0.276,0.426,0.28
しぶき,0.521,0.412,0.281
スプラット,0.51,0.433,0.385
飛び散る,0.312,0.596,0.352
脾臓,0.448,0.255,0.396
素晴らしい,0.896,0.74,0.81
素晴らしさ,0.927,0.612,0.85
スプライス,0.386,0.46,0.377
スプライン,0.49,0.398,0.407
スプリント,0.179,0.4,0.343
破片,0.136,0.422,0.325
スプリット,0.344,0.618,0.41
分割,0.188,0.598,0.375
散財する,0.365,0.481,0.542
甘やかす,0.146,0.723,0.328
ネタバレ,0.347,0.527,0.38
台無しにする,0.135,0.678,0.306
台無しにする,0.388,0.76,0.481
話した,0.635,0.433,0.483
話した,0.551,0.363,0.545
スポークスマン,0.72,0.48,0.611
広報担当者,0.573,0.453,0.615
スポンジ,0.551,0.192,0.219
スポンジ状,0.469,0.324,0.344
スポンサー,0.729,0.537,0.8
スポンサーシップ,0.854,0.608,0.696
自発性,0.817,0.698,0.655
自発,0.78,0.578,0.655
なりすまし,0.49,0.594,0.381
怖がらせる,0.327,0.887,0.322
不気味な,0.104,0.858,0.38
スプール,0.397,0.389,0.312
スプーン,0.479,0.236,0.259
スプーン一杯,0.582,0.208,0.308
散発的な,0.333,0.394,0.5
胞子,0.48,0.408,0.231
スポーツ,0.865,0.7,0.657
スポーツ,0.917,0.656,0.675
スポーツ,0.833,0.683,0.587
スポーツカー,0.759,0.696,0.669
スポーツマン,0.755,0.735,0.713
スポーツマンシップ,0.89,0.582,0.694
スポーツライター,0.76,0.551,0.566
スポーティー,0.735,0.713,0.648
スポット,0.51,0.18,0.336
きれいな,0.792,0.327,0.726
スポットライト,0.688,0.353,0.519
斑点のある,0.354,0.472,0.295
スポッター,0.542,0.491,0.644
むらのある,0.281,0.606,0.241
配偶者,0.656,0.582,0.632
配偶者,0.75,0.6,0.645
注ぎ口,0.438,0.357,0.309
捻挫,0.063,0.58,0.384
スプロール,0.6,0.596,0.672
噴射,0.438,0.41,0.333
展開する,0.57,0.583,0.651
スプレッダー,0.51,0.48,0.5
まくる,0.564,0.663,0.474
バネ,0.837,0.37,0.481
春,0.837,0.439,0.722
振りかける,0.635,0.404,0.38
スプリンクラー,0.51,0.434,0.473
散水,0.677,0.51,0.466
スプリント,0.549,0.649,0.528
スプライト,0.561,0.438,0.625
もやし,0.582,0.565,0.443
トウヒ,0.604,0.288,0.38
スパッド,0.403,0.423,0.349
勇気,0.438,0.632,0.473
元気な,0.646,0.879,0.755
拍車,0.378,0.545,0.34
スプリアス,0.178,0.48,0.343
拍車をかけた,0.562,0.684,0.472
スパート,0.448,0.55,0.475
スパイ,0.26,0.686,0.53
口論する,0.173,0.85,0.5
分隊,0.552,0.711,0.806
戦隊,0.469,0.686,0.787
スコール,0.191,0.833,0.655
扁平上皮,0.344,0.446,0.418
浪費する,0.24,0.755,0.529
四角,0.509,0.34,0.291
押しつぶす,0.531,0.667,0.41
スクワット,0.33,0.55,0.453
しゃがむ,0.39,0.361,0.565
スコー,0.428,0.441,0.398
きしむ,0.265,0.48,0.245
きしむ,0.271,0.679,0.3
きしむ,0.229,0.771,0.367
鳴き声,0.25,0.731,0.375
きしむ人,0.541,0.519,0.33
きしむ,0.176,0.656,0.453
絞る,0.458,0.676,0.532
絞る,0.26,0.598,0.557
スケルチ,0.271,0.51,0.462
イカ,0.497,0.398,0.357
斜視,0.385,0.461,0.452
従者,0.479,0.459,0.71
もがく,0.235,0.824,0.373
リス,0.592,0.358,0.333
潮吹き,0.406,0.46,0.255
ビシャビシャ押しつぶす,0.26,0.788,0.481
ぐにゃぐにゃ,0.516,0.333,0.307
刺す,0.167,0.882,0.595
刺した,0.031,0.875,0.431
安定,0.812,0.264,0.849
安定させる,0.839,0.427,0.722
スタビライザー,0.688,0.353,0.767
安定,0.725,0.204,0.735
スタッカート,0.396,0.5,0.427
スタック,0.47,0.282,0.427
スタジアム,0.635,0.679,0.611
スタッフ,0.745,0.274,0.627
男性だけの,0.594,0.25,0.389
ステージ,0.592,0.306,0.473
駅馬車,0.516,0.519,0.627
裏方,0.42,0.684,0.555
よろめく,0.531,0.62,0.458
驚異的な,0.52,0.657,0.683
停滞した,0.3,0.5,0.208
停滞,0.276,0.324,0.396
静止した,0.385,0.29,0.634
染色,0.453,0.324,0.264
ステンド,0.245,0.46,0.209
ステンレス,0.594,0.329,0.618
階段,0.375,0.354,0.345
階段,0.469,0.347,0.44
階段,0.51,0.439,0.342
階段,0.562,0.51,0.407
吹き抜け,0.51,0.292,0.333
ステーク,0.406,0.608,0.46
杭打ち,0.344,0.546,0.6
古い,0.235,0.461,0.286
膠着状態,0.296,0.354,0.267
茎,0.436,0.272,0.395
ストーカー,0.177,0.93,0.639
ストール,0.37,0.245,0.292
種牡馬,0.628,0.596,0.779
屋台,0.582,0.378,0.451
屈強な,0.812,0.43,0.691
元気,0.664,0.694,0.877
スタンプ,0.438,0.327,0.441
スタンピード,0.235,0.875,0.683
スタンス,0.604,0.333,0.609
台,0.6,0.324,0.509
標準,0.673,0.143,0.605
標準化する,0.684,0.353,0.729
標準化された,0.61,0.324,0.607
待機する,0.26,0.224,0.386
立っている,0.604,0.317,0.425
スタンドオフ,0.333,0.84,0.558
立場,0.585,0.388,0.652
停止,0.441,0.203,0.5
立ち上がる,0.633,0.583,0.55
スタンザ,0.612,0.343,0.297
ブドウ球菌,0.375,0.48,0.412
ステープル,0.542,0.306,0.438
ホッチキス,0.37,0.264,0.394
星,0.833,0.418,0.56
スターフルーツ,0.701,0.433,0.427
右舷,0.531,0.388,0.558
スターチ,0.507,0.354,0.312
スターダム,0.844,0.786,0.689
スターダスト,0.843,0.41,0.549
見詰める,0.541,0.43,0.538
ヒトデ,0.68,0.32,0.421
天体観測,0.802,0.461,0.709
見つめている,0.542,0.306,0.423
厳しい,0.33,0.63,0.577
スターレット,0.806,0.471,0.587
スターライト,0.908,0.368,0.611
ムクドリ,0.5,0.49,0.514
星空,0.438,0.643,0.434
出演者,0.796,0.521,0.484
宇宙船,0.74,0.719,0.704
始める,0.684,0.43,0.589
スターター,0.667,0.461,0.827
驚愕,0.276,0.817,0.417
びっくりした,0.333,0.865,0.526
驚くべき,0.75,0.768,0.83
飢餓,0.24,0.592,0.284
飢える,0.073,0.729,0.402
飢えた,0.097,0.689,0.219
飢えている,0.163,0.67,0.336
隠し場所,0.344,0.63,0.361
統計,0.479,0.46,0.395
州,0.562,0.32,0.604
風格のある,0.83,0.728,0.915
声明,0.688,0.608,0.825
ステートルーム,0.653,0.38,0.441
州側,0.643,0.48,0.708
政治家,0.51,0.49,0.736
静的,0.297,0.25,0.366
静的,0.357,0.278,0.358
